SZAVAZOKOR,MEGYE,TELEPULES,TELEPULES_SORSZAM,MEGYEKOD,OEVK14,OEVK26,OEVK
01-012-008,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-009,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-010,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-011,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-012,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-013,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-014,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-015,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-016,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-017,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-018,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-019,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-020,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-021,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-022,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-023,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-024,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-025,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-026,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-027,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-028,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-029,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-030,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-031,BUDAPEST,Budapest XII. kerület,012,01,03,01,03
01-012-032,BUDAPEST,Budapest XII. kerület,012,01,03,01,03
01-012-033,BUDAPEST,Budapest XII. kerület,012,01,03,01,03
01-012-034,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-035,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-036,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-037,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-038,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-039,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-040,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-041,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-042,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-043,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-044,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-045,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-046,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-047,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-048,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-049,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-050,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-051,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-052,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-053,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-054,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-012-055,BUDAPEST,Budapest XII. kerület,012,01,03,03,03
01-013-001,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-002,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-003,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-004,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-005,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-006,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-007,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-008,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-009,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-010,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-011,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-012,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-013,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-014,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-015,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-016,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-017,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-018,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-019,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-020,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-021,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-022,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-023,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-024,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-025,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-026,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-027,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-028,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-029,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-030,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-031,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-032,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-033,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-034,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-035,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-036,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-037,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-038,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-039,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-040,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-041,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-042,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-043,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-044,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-045,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-046,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-047,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-048,BUDAPEST,Budapest XIII. kerület,013,01,07,12,07
01-013-049,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-050,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-051,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-052,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-053,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-054,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-055,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-056,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-057,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-058,BUDAPEST,Budapest XIII. kerület,013,01,07,12,07
01-013-059,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-060,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-061,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-062,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-063,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-064,BUDAPEST,Budapest XIII. kerület,013,01,07,12,07
01-013-065,BUDAPEST,Budapest XIII. kerület,013,01,07,12,07
01-013-066,BUDAPEST,Budapest XIII. kerület,013,01,07,12,07
01-013-067,BUDAPEST,Budapest XIII. kerület,013,01,11,12,11
01-013-068,BUDAPEST,Budapest XIII. kerület,013,01,11,12,11
01-013-069,BUDAPEST,Budapest XIII. kerület,013,01,07,12,07
01-013-070,BUDAPEST,Budapest XIII. kerület,013,01,07,12,07
01-013-071,BUDAPEST,Budapest XIII. kerület,013,01,07,05,07
01-013-072,BUDAPEST,Budapest XIII. kerület,013,01,07,12,07
01-013-073,BUDAPEST,Budapest XIII. kerület,013,01,07,12,07
01-013-074,BUDAPEST,Budapest XIII. kerület,013,01,07,12,07
01-013-075,BUDAPEST,Budapest XIII. kerület,013,01,11,12,11
01-013-076,BUDAPEST,Budapest XIII. kerület,013,01,11,12,11
01-013-077,BUDAPEST,Budapest XIII. kerület,013,01,11,12,11
01-013-078,BUDAPEST,Budapest XIII. kerület,013,01,11,12,11
